Nombre,Equipo,Liga,Fecha Fichaje,Contrato Hasta,Fecha Nacimiento,Lugar Nacimiento,Nacionalidad,Altura,Posicion,Seleccion,Partidos Internacionales,Goles,Valor Mercado,Ultima Revision,Pie,Agente,Proveedor
Antonio Blanco,Alavés,LaLiga,25/07/2023,30/06/2027,23/07/2000 (24),Montalbán,España,"1,76 m",Pivote,Selección no encontrada,1,0,"7,50 mill. €",07/06/2024,Derecho,Manuel García ...,Proveedor no encontrado
Carlos Protesoni,Alavés,LaLiga,01/07/2022,30/06/2026,30/03/1998 (26),Montevideo,Uruguay,"1,85 m",Pivote,Selección no encontrada,5,0,"1,50 mill. €",07/06/2024,Derecho,Soccer Promotions,Proveedor no encontrado
Ander Guevara,Alavés,LaLiga,09/07/2023,30/06/2027,07/07/1997 (27),Vitoria-Gasteiz,España,"1,80 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"5,00 mill. €",07/06/2024,Derecho,YOU FIRST,Proveedor no encontrado
Jon Guridi,Alavés,LaLiga,11/07/2022,30/06/2026,28/02/1995 (29),Azpeitia,España,"1,79 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"5,00 mill. €",11/10/2024,Izquierdo,IDUB GLOBAL,Proveedor no encontrado
Joan Jordán,Alavés,LaLiga,29/08/2024,30/06/2025,06/07/1994 (30),Regencós,España,"1,85 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"3,50 mill. €",07/06/2024,Derecho,LEADERBROCK,Proveedor no encontrado
Tomás Conechny,Alavés,LaLiga,05/07/2024,30/06/2028,30/03/1998 (26),Comodoro Rivadavia,Argentina,"1,76 m",Extremo izquierdo,Selección no encontrada,16,2,"4,50 mill. €",12/06/2024,Izquierdo,Agente no encontrado,Proveedor no encontrado
Abde Rebbach,Alavés,LaLiga,01/07/2022,30/06/2028,11/08/1998 (26),Blida,Argelia,"1,76 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,800 mil €,07/06/2024,Derecho,Emartsoccer,Proveedor no encontrado
Carlos Vicente,Alavés,LaLiga,01/01/2024,30/06/2027,23/04/1999 (25),Zaragoza,España,"1,79 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"8,00 mill. €",11/10/2024,Derecho,Emartsoccer,Proveedor no encontrado
Luka Romero,Alavés,LaLiga,23/07/2024,30/06/2025,18/11/2004 (19),Victoria de Durango,Argentina,"1,69 m",Extremo derecho,Selección no encontrada,0,0,"5,00 mill. €",07/06/2024,Izquierdo,LIAN Sports Group,Nike
Stoichkov,Alavés,LaLiga,17/07/2024,30/06/2027,05/11/1993 (30),San Roque (Cádiz),España,"1,78 m",Mediapunta,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"4,00 mill. €",24/06/2024,Derecho,Promoesport,Proveedor no encontrado
Toni Martínez,Alavés,LaLiga,27/08/2024,30/06/2028,30/06/1997 (27),Barrio del Progreso,España,"1,87 m",Delantero centro,Selección no encontrada,2,0,"5,00 mill. €",06/06/2024,Derecho,LEADERBROCK,New Balance
Carlos Martín,Alavés,LaLiga,17/08/2024,30/06/2025,22/04/2002 (22),Madrid,España,"1,80 m",Delantero centro,España S21,4,1,"4,00 mill. €",11/10/2024,Derecho,Antonio López ...,Proveedor no encontrado
Asier Villalibre,Alavés,LaLiga,15/07/2024,30/06/2028,30/09/1997 (27),Gernika,España,"1,82 m",Delantero centro,Selección no encontrada,1,0,"2,50 mill. €",07/06/2024,Izquierdo,Agente no encontrado,Proveedor no encontrado
Kike García,Alavés,LaLiga,13/08/2023,30/06/2025,25/11/1989 (34),Motilla de Palancar,España,"1,86 m",Delantero centro,Selección no encontrada,0,0,"1,00 mill. €",07/06/2024,Derecho,Joseba Diaz,Proveedor no encontrado
Iván Villar,RC Celta,LaLiga,01/07/2019,30/06/2027,09/07/1997 (27),Aldán,España,"1,86 m",Portero,Selección no encontrada,0,0,"1,20 mill. €",07/06/2024,Derecho,Promoesport,Proveedor no encontrado
Vicente Guaita,RC Celta,LaLiga,01/09/2023,30/06/2025,10/01/1987 (37),Torrent,España,"1,90 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,800 mil €,07/06/2024,Derecho,JCRsport,Sells
Carl Starfelt,RC Celta,LaLiga,10/08/2023,30/06/2027,01/06/1995 (29),Stockholm,Suecia,"1,87 m",Defensa central,Suecia,11,0,"6,00 mill. €",07/06/2024,Derecho,BHM Sports Agency,Proveedor no encontrado
Joseph Aidoo,RC Celta,LaLiga,11/07/2019,30/06/2026,29/09/1995 (29),Tema,Ghana,"1,81 m",Defensa central,Selección no encontrada,17,0,"3,00 mill. €",11/10/2024,Derecho,Agente no encontrado,Proveedor no encontrado
Carlos Domínguez,RC Celta,LaLiga,01/01/2023,30/06/2026,11/02/2001 (23),Vigo,España,"1,87 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"3,00 mill. €",07/06/2024,Izquierdo,InterStarDeporte,Proveedor no encontrado
Javi Rodríguez,RC Celta,LaLiga,01/07/2024,30/06/2025,26/06/2003 (21),Poio,España,Altura no encontrada,Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"3,00 mill. €",11/10/2024,Pie no encontrado,PROTIO SPORT,Proveedor no encontrado
Marcos Alonso,RC Celta,LaLiga,28/08/2024,30/06/2025,28/12/1990 (33),Madrid,España,"1,88 m",Lateral izquierdo,Selección no encontrada,9,0,"2,00 mill. €",07/06/2024,Izquierdo,LIAN Sports Group,Nike
Mihailo Ristic,RC Celta,LaLiga,01/09/2023,30/06/2026,31/10/1995 (28),Bijeljina,Serbia,"1,80 m",Lateral izquierdo,Selección no encontrada,9,0,"1,00 mill. €",07/06/2024,Izquierdo,AC Talent,Proveedor no encontrado
Óscar Mingueza,RC Celta,LaLiga,30/07/2022,30/06/2026,13/05/1999 (25),Santa Perpètua de ...,España,"1,84 m",Lateral derecho,España,1,0,"12,00 mill. €",11/10/2024,Derecho,TACTIC GRUP - ...,Puma
Javier Manquillo,RC Celta,LaLiga,21/01/2024,30/06/2025,05/05/1994 (30),Madrid,España,"1,78 m",Lateral derecho,Selección no encontrada,7,0,"1,80 mill. €",07/06/2024,Derecho,CAA Stellar,Proveedor no encontrado
Sergio Carreira,RC Celta,LaLiga,01/07/2021,30/06/2025,13/10/2000 (24),Vigo,España,"1,70 m",Lateral derecho,Selección no encontrada,4,0,"1,20 mill. €",24/06/2024,Derecho,MRH Football Agency,Proveedor no encontrado
Damián Rodríguez,RC Celta,LaLiga,18/07/2024,30/06/2028,17/03/2003 (21),Ponteareas,España,"1,80 m",Pivote,España S21,0,0,"3,00 mill. €",11/10/2024,Izquierdo,Agente no encontrado,Proveedor no encontrado
Jailson,RC Celta,LaLiga,01/01/2024,30/06/2025,07/09/1995 (29),Caçapava do Sul,Brasil,"1,87 m",Pivote,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,50 mill. €",07/06/2024,Derecho,Agente no encontrado,adidas
Fran Beltrán,RC Celta,LaLiga,01/08/2018,30/06/2026,03/02/1999 (25),Madrid,España,"1,65 m",Mediocentro,Selección no encontrada,1,0,"6,00 mill. €",07/06/2024,Derecho,InterStarDeporte,Proveedor no encontrado
Ilaix Moriba,RC Celta,LaLiga,07/08/2024,30/06/2025,19/01/2003 (21),Conakry,Guinea,"1,85 m",Mediocentro,Guinea U23,1,1,"3,00 mill. €",07/06/2024,Derecho,Promoesport,Nike
Luca de la Torre,RC Celta,LaLiga,08/07/2022,30/06/2026,23/05/1998 (26),"San Diego, ...",Estados Unidos,"1,77 m",Mediocentro,Estados Unidos,24,1,"3,00 mill. €",07/06/2024,Derecho,Field Management,Nike
Hugo Sotelo,RC Celta,LaLiga,01/07/2023,30/06/2028,19/12/2003 (20),Vigo,España,"1,80 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"2,50 mill. €",07/06/2024,Derecho,Bahía Internacional,adidas
Williot Swedberg,RC Celta,LaLiga,01/07/2022,30/06/2027,01/02/2004 (20),Stockholm,Suecia,"1,87 m",Mediocentro ofensivo,Suecia,1,0,"5,00 mill. €",07/06/2024,Derecho,Nordic Sky,Proveedor no encontrado
Jonathan Bamba,RC Celta,LaLiga,18/07/2023,30/06/2026,26/03/1996 (28),Alfortville,Costa de Marfil,"1,75 m",Extremo izquierdo,Costa de Marfil,10,1,"6,00 mill. €",11/10/2024,Derecho,AMS CONSULTING,Nike
Hugo Álvarez,RC Celta,LaLiga,18/07/2024,30/06/2025,02/07/2003 (21),Ourense,España,"1,76 m",Extremo izquierdo,España S21,2,0,"3,00 mill. €",11/10/2024,Derecho,ROOF,Proveedor no encontrado
Franco Cervi,RC Celta,LaLiga,05/07/2021,30/06/2026,26/05/1994 (30),San Lorenzo,Argentina,"1,66 m",Extremo izquierdo,Selección no encontrada,4,1,"1,00 mill. €",11/10/2024,Izquierdo,Wasserman,Proveedor no encontrado
Alfon González,RC Celta,LaLiga,01/07/2024,30/06/2025,04/05/1999 (25),Albacete,España,"1,72 m",Extremo izquierdo,Selección no encontrada,0,0,300 mil €,24/06/2024,Pie no encontrado,Eugenio Botas ...,Proveedor no encontrado
Tadeo Allende,RC Celta,LaLiga,31/01/2024,30/06/2028,20/02/1999 (25),Mina Clavero,Argentina,"1,83 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"3,00 mill. €",11/10/2024,Derecho,CAA Stellar,Proveedor no encontrado
Anastasios Douvikas,RC Celta,LaLiga,28/08/2023,30/06/2028,02/08/1999 (25),Athens,Grecia,"1,86 m",Delantero centro,Grecia,18,1,"6,00 mill. €",07/06/2024,Derecho,Prosport ...,Nike
Borja Iglesias,RC Celta,LaLiga,19/07/2024,30/06/2025,17/01/1993 (31),Santiago de ...,España,"1,87 m",Delantero centro,Selección no encontrada,2,0,"5,00 mill. €",29/05/2024,Derecho,Toldra Consulting ...,adidas
Iago Aspas,RC Celta,LaLiga,07/07/2015,30/06/2025,01/08/1987 (37),Moaña,España,"1,76 m",Delantero centro,Selección no encontrada,20,6,"3,00 mill. €",07/06/2024,Izquierdo,Agente no encontrado,Proveedor no encontrado
Pablo Durán,RC Celta,LaLiga,18/07/2024,30/06/2027,25/05/2001 (23),Tomiño,España,"1,76 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,24/06/2024,Derecho,F.J.VILLAVERDE,Proveedor no encontrado
Augusto Batalla,Rayo Vallecano,LaLiga,23/08/2024,30/06/2025,30/04/1996 (28),Hurlingham,Argentina,"1,86 m",Portero,Selección no encontrada,13,0,"5,00 mill. €",07/06/2024,Derecho,Hernan Berman,Proveedor no encontrado
Dani Cárdenas,Rayo Vallecano,LaLiga,18/08/2023,30/06/2027,28/03/1997 (27),Terrassa,España,"1,86 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,80 mill. €",07/06/2024,Derecho,Identity Sports,Proveedor no encontrado
Abdul Mumin,Rayo Vallecano,LaLiga,01/09/2022,30/06/2026,06/06/1998 (26),Accra,Ghana,"1,88 m",Defensa central,Ghana,2,0,"4,00 mill. €",11/10/2024,Derecho,HC,Proveedor no encontrado
Florian Lejeune,Rayo Vallecano,LaLiga,28/07/2023,30/06/2027,20/05/1991 (33),Paris,Francia,"1,90 m",Defensa central,Selección no encontrada,7,1,"3,00 mill. €",07/06/2024,Derecho,Wasserman,Nike
Aridane Hernández,Rayo Vallecano,LaLiga,05/07/2023,30/06/2025,23/03/1989 (35),Tuineje,España,"1,88 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,11/10/2024,Derecho,JV SPORTS,Proveedor no encontrado
Pelayo Fernández,Rayo Vallecano,LaLiga,02/07/2024,30/06/2028,29/04/2003 (21),Avilés,España,"1,93 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,11/10/2024,Derecho,MESAS SPORT,Proveedor no encontrado
Alfonso Espino,Rayo Vallecano,LaLiga,17/07/2023,30/06/2026,05/01/1992 (32),San Jacinto,Uruguay,"1,72 m",Lateral izquierdo,Selección no encontrada,0,0,"2,40 mill. €",07/06/2024,Izquierdo,GBG Global Business ...,New Balance
Pep Chavarría,Rayo Vallecano,LaLiga,31/08/2022,30/06/2027,10/04/1998 (26),Figueres,España,"1,74 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"2,00 mill. €",07/06/2024,Izquierdo,Promoesport,Proveedor no encontrado
Andrei Rațiu,Rayo Vallecano,LaLiga,26/08/2023,30/06/2028,20/06/1998 (26),Aiud,Rumania,"1,83 m",Lateral derecho,Rumanía,25,1,"4,00 mill. €",11/10/2024,Derecho,LEADERBROCK,Proveedor no encontrado
Iván Balliu,Rayo Vallecano,LaLiga,14/07/2021,30/06/2025,01/01/1992 (32),Caldes de Malavella,Albania,"1,72 m",Lateral derecho,Albania,15,0,"2,00 mill. €",07/06/2024,Derecho,Fabián Bustos,Proveedor no encontrado
Gerard Gumbau,Rayo Vallecano,LaLiga,15/07/2024,30/06/2025,18/12/1994 (29),Campllong,España,"1,88 m",Pivote,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"3,00 mill. €",07/06/2024,Izquierdo,CONTROL ORIENTADO,Nike
Óscar Valentín,Rayo Vallecano,LaLiga,01/07/2019,30/06/2027,20/08/1994 (30),Ajofrín,España,"1,77 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"4,00 mill. €",07/06/2024,Derecho,SIELLO FOOTBALL ...,Proveedor no encontrado
Unai López,Rayo Vallecano,LaLiga,01/07/2022,30/06/2026,30/10/1995 (28),Donostia-San ...,España,"1,70 m",Mediocentro,Selección no encontrada,2,0,"3,00 mill. €",07/06/2024,Derecho,IDUB GLOBAL,Proveedor no encontrado
Pedro Díaz,Rayo Vallecano,LaLiga,05/08/2024,30/06/2028,05/06/1998 (26),Siero,España,"1,80 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"2,50 mill. €",11/06/2024,Derecho,Wasserman,Proveedor no encontrado
Pathé Ciss,Rayo Vallecano,LaLiga,28/07/2021,30/06/2025,16/03/1994 (30),Dakar,Senegal,"1,86 m",Mediocentro,Senegal,17,0,"2,50 mill. €",07/06/2024,Derecho,NTS Management,Proveedor no encontrado
James Rodríguez,Rayo Vallecano,LaLiga,26/08/2024,30/06/2025,12/07/1991 (33),Cúcuta,Colombia,"1,80 m",Mediocentro ofensivo,Colombia,108,29,"5,00 mill. €",19/07/2024,Izquierdo,Gestifute,adidas
Randy Nteka,Rayo Vallecano,LaLiga,28/07/2021,30/06/2026,06/12/1997 (26),Paris,Angola,"1,89 m",Mediocentro ofensivo,Angola,4,1,"1,50 mill. €",07/06/2024,Izquierdo,Agente no encontrado,Puma
Óscar Trejo,Rayo Vallecano,LaLiga,01/07/2017,30/06/2025,26/04/1988 (36),Santiago del Estero,Argentina,"1,80 m",Mediocentro ofensivo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,00 mill. €",07/06/2024,Derecho,Eleven Talent Group,Proveedor no encontrado
Joni Montiel,Rayo Vallecano,LaLiga,01/07/2017,30/06/2025,03/09/1998 (26),Madrid,España,"1,73 m",Mediocentro ofensivo,Selección no encontrada,3,0,"1,00 mill. €",11/10/2024,Izquierdo,Promoesport,Proveedor no encontrado
Álvaro García,Rayo Vallecano,LaLiga,23/08/2018,30/06/2026,27/10/1992 (31),Utrera,España,"1,67 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"3,00 mill. €",07/06/2024,Ambidiestro,YOU FIRST,Puma
Isi Palazón,Rayo Vallecano,LaLiga,Fecha de fichaje no encontrada,Contrato no encontrado,27/12/1994 (29),Lugar de nacimiento no encontrado,España,"1,69 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"8,00 mill. €",07/06/2024,Izquierdo,JV SPORTS,Puma
Jorge de Frutos,Rayo Vallecano,LaLiga,17/08/2023,30/06/2028,20/02/1997 (27),Navares de Enmedio,España,"1,73 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"4,00 mill. €",07/06/2024,Derecho,Niagara Sports ...,Proveedor no encontrado
Adrián Embarba,Rayo Vallecano,LaLiga,26/07/2024,30/06/2025,07/05/1992 (32),Madrid,España,"1,73 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,80 mill. €",07/06/2024,Derecho,Sports and ...,Proveedor no encontrado
Sergio Camello,Rayo Vallecano,LaLiga,17/08/2023,30/06/2027,10/02/2001 (23),Madrid,España,"1,82 m",Delantero centro,España,2,2,"4,00 mill. €",11/10/2024,Derecho,Best of You,Proveedor no encontrado
Raúl de Tomás,Rayo Vallecano,LaLiga,13/09/2022,30/06/2027,17/10/1994 (30),Madrid,España,"1,80 m",Delantero centro,Selección no encontrada,4,0,"1,00 mill. €",11/10/2024,Derecho,Miembro de su familia,Proveedor no encontrado
Sergi Guardiola,Rayo Vallecano,LaLiga,04/09/2024,30/06/2025,29/05/1991 (33),Manacor,España,"1,85 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,800 mil €,07/06/2024,Izquierdo,JV SPORTS,Proveedor no encontrado
Joan García,RCD Espanyol,LaLiga,01/07/2021,30/06/2028,04/05/2001 (23),Sallent de Llobregat,España,"1,91 m",Portero,España,0,0,"10,00 mill. €",11/10/2024,Derecho,Niagara Sports ...,Proveedor no encontrado
Fernando Pacheco,RCD Espanyol,LaLiga,31/01/2023,30/06/2026,18/05/1992 (32),Badajoz,España,"1,87 m",Portero,Selección no encontrada,8,0,"1,00 mill. €",11/10/2024,Izquierdo,EMG Mundial,Proveedor no encontrado
Ángel Fortuño,RCD Espanyol,LaLiga,01/07/2024,30/06/2025,05/10/2001 (23),Barcelona,España,"1,83 m",Portero,Selección no encontrada,3,0,300 mil €,24/06/2024,Derecho,MagicPlayers,Proveedor no encontrado
Marash Kumbulla,RCD Espanyol,LaLiga,17/08/2024,30/06/2025,08/02/2000 (24),Peschiera del Garda,Albania,"1,91 m",Defensa central,Albania,22,0,"4,50 mill. €",05/06/2024,Derecho,Gianni Vitali,Proveedor no encontrado
Fernando Calero,RCD Espanyol,LaLiga,09/08/2019,30/06/2025,14/09/1995 (29),Boecillo ...,España,"1,84 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,80 mill. €",24/06/2024,Derecho,MRH Football Agency,Proveedor no encontrado
Leandro Cabrera,RCD Espanyol,LaLiga,20/01/2020,30/06/2026,17/06/1991 (33),Montevideo,Uruguay,"1,90 m",Defensa central,Selección no encontrada,0,0,"1,20 mill. €",24/06/2024,Izquierdo,Miembro de su familia,Proveedor no encontrado
Sergi Gómez,RCD Espanyol,LaLiga,28/07/2021,30/06/2025,28/03/1992 (32),Arenys de Mar,España,"1,85 m",Defensa central,Selección no encontrada,0,0,"1,00 mill. €",24/06/2024,Derecho,Unique Sports Group,Proveedor no encontrado
Brian Oliván,RCD Espanyol,LaLiga,01/07/2022,30/06/2025,01/04/1994 (30),Barcelona,España,"1,75 m",Lateral izquierdo,Selección no encontrada,2,0,"2,50 mill. €",24/06/2024,Izquierdo,Promoesport,Proveedor no encontrado
Carlos Romero,RCD Espanyol,LaLiga,09/07/2024,30/06/2025,29/10/2001 (22),Torrent,España,Altura no encontrada,Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"2,50 mill. €",11/10/2024,Izquierdo,LEADERBROCK,Proveedor no encontrado
Omar El Hilali,RCD Espanyol,LaLiga,01/01/2023,30/06/2027,12/09/2003 (21),L'Hospitalet de ...,Marruecos,"1,83 m",Lateral derecho,Marruecos S23,4,0,"3,00 mill. €",11/10/2024,Derecho,Promoesport,Proveedor no encontrado
Álvaro Tejero,RCD Espanyol,LaLiga,09/07/2024,30/06/2025,20/07/1996 (28),Madrid,España,"1,74 m",Lateral derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"2,00 mill. €",24/06/2024,Ambidiestro,CAA Base Ltd,Nike
Alex Král,RCD Espanyol,LaLiga,07/08/2024,30/06/2025,19/05/1998 (26),Košice,República Checa,"1,86 m",Mediocentro,Chequia,42,2,"6,00 mill. €",11/10/2024,Derecho,K2K Sports ...,Nike
Álvaro Aguado,RCD Espanyol,LaLiga,11/09/2023,30/06/2025,01/05/1996 (28),Jaén,España,"1,75 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"2,80 mill. €",24/06/2024,Derecho,YOU FIRST,adidas
José Gragera,RCD Espanyol,LaLiga,31/01/2023,30/06/2028,14/05/2000 (24),Gijón,España,"1,86 m",Mediocentro,Selección no encontrada,5,1,"2,50 mill. €",24/06/2024,Derecho,Balance ...,Proveedor no encontrado
Edu Expósito,RCD Espanyol,LaLiga,08/08/2022,30/06/2027,01/08/1996 (28),Barcelona,España,"1,78 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"2,00 mill. €",11/10/2024,Derecho,Promoesport,Proveedor no encontrado
Pol Lozano,RCD Espanyol,LaLiga,01/07/2020,30/06/2027,06/10/1999 (25),Sant Quirze del ...,España,"1,76 m",Mediocentro,Selección no encontrada,4,0,"2,00 mill. €",24/06/2024,Derecho,MagicPlayers,Proveedor no encontrado
Javi Puado,RCD Espanyol,LaLiga,01/07/2018,30/06/2025,25/05/1998 (26),Barcelona,España,"1,77 m",Extremo izquierdo,Selección no encontrada,1,1,"8,00 mill. €",24/06/2024,Derecho,DCGLOBALSL,Proveedor no encontrado
Naci Ünüvar,RCD Espanyol,LaLiga,29/08/2024,30/06/2025,13/06/2003 (21),Zaandam,Turquía,"1,68 m",Extremo izquierdo,Selección no encontrada,1,0,"2,50 mill. €",31/05/2024,Derecho,AYMO Football ...,adidas
Pere Milla,RCD Espanyol,LaLiga,15/08/2023,30/06/2027,23/09/1992 (32),Lleida,España,"1,80 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"2,00 mill. €",11/10/2024,Izquierdo,EGGO Asesores ...,Proveedor no encontrado
Jofre Carreras,RCD Espanyol,LaLiga,01/07/2022,30/06/2026,17/06/2001 (23),Girona,España,"1,75 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"2,50 mill. €",11/10/2024,Derecho,MSSports,Proveedor no encontrado
Salvi Sánchez,RCD Espanyol,LaLiga,19/08/2023,30/06/2025,30/03/1991 (33),Sanlúcar de ...,España,"1,70 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,20 mill. €",24/06/2024,Derecho,Promoesport,Proveedor no encontrado
Antoniu Roca,RCD Espanyol,LaLiga,01/07/2024,30/06/2025,05/09/2002 (22),Lugar de nacimiento no encontrado,España,Altura no encontrada,Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,24/06/2024,Derecho,Unique Sports Group,Proveedor no encontrado
